"","Plot","Year","Subplot","HeatTrt","WaterTrt","RichnessTrt","Yo","S","Dq0","Dq1","Dq2","BP","p.Ag","biomass","invSimpEven","LegumeBiomass","ForbBiomass","C3Biomass","C4Biomass"
"182",220,2018,"SE","Control","Control",16,322.67,7,7,3.80858652657628,3.040451559988,0.492546564601605,0.492546564601605,1,0.434350222855429,0.216753959153315,0,0.0274893854402331,0.755756655406452
"183",220,2018,"SW","Heated","Drought",16,660.53,7,7,2.95003277646601,1.99065059144319,0.690248739648464,0.690248739648464,1,0.284378655920456,0.158660469622879,0.0596490696864639,0.0434953749261956,0.738195085764462
"184",223,2018,"NE","Control","Drought",4,158.8,3,3,1.20342445117864,1.0782706501304,0.962657430730479,0,1,0.359423550043466,0,0.962657430730479,0.0373425692695214,0
"185",223,2018,"NW","Heated","Drought",4,80.6,2,2,1.38678352280074,1.22158004653556,0.899131513647643,0,1,0.610790023267779,0,0.899131513647643,0.100868486352357,0
"186",223,2018,"SE","Control","Control",4,181,3,3,1.59471306807494,1.31098800347336,0.867016574585635,0,1,0.436996001157786,0,0.867016574585635,0.132983425414365,0
"187",223,2018,"SW","Heated","Control",4,208.34,2,2,1.04777649675668,1.0161599744998,0.991984256503792,0,1,0.508079987249901,0,0.991984256503792,0.00801574349620812,0
"188",229,2018,"NE","Control","Control",4,263.61,4,4,2.19139637652545,1.98982927462157,0.614051060278442,0.352793900079663,1,0.497457318655392,0.0321307992868252,0,0.00102424035506999,0.966844960358105
"189",229,2018,"NW","Heated","Control",4,297.21,4,4,3.03048706170022,2.80037009523453,0.475320480468356,0.270078395747115,1,0.700092523808632,0.475320480468356,0,0.0136940210625484,0.510985498469096
"190",229,2018,"SE","Control","Drought",4,91.6,4,4,1.36785477158296,1.16989119120689,0.922161572052402,0.0101528384279476,1,0.292472797801722,0.0655021834061135,0,0.00218340611353712,0.93231441048035
"191",229,2018,"SW","Heated","Drought",4,188.6,4,4,3.44135231060202,3.16813589542265,0.37152704135737,0.187698833510074,0.999999999999999,0.792033973855663,0.370784729586426,0,0.0699893955461294,0.559225874867444
"192",230,2018,"NE","Control","Control",1,60.73,1,1,1,1,1,0,1,1,0,0,0,1
"193",230,2018,"NW","Heated","Drought",1,27.4,1,1,1,1,1,0,1,1,0,0,0,1
"194",230,2018,"SE","Control","Drought",1,31.13,1,1,1,1,1,0,1,1,0,0,0,1
"195",230,2018,"SW","Heated","Control",1,100.53,1,1,1,1,1,0,1,1,0,0,0,1
"196",233,2018,"NE","Control","Drought",4,256.8,3,3,1.53857103108328,1.26453090693389,0.885241433021807,0,1,0.421510302311296,0.0404984423676012,0.885241433021807,0.0742601246105919,0
"197",233,2018,"NW","Heated","Drought",4,368.93,3,3,1.88967425263266,1.53642285469199,0.790041471281815,0,1,0.512140951563995,0.153226899411813,0.790041471281815,0.0567316293063725,0
"198",233,2018,"SE","Control","Control",4,288.33,3,3,1.92927139452827,1.57450218053587,0.7775812437138,0,1,0.524834060178623,0.164845836368051,0.7775812437138,0.0575729199181493,0
"199",233,2018,"SW","Heated","Control",4,344.53,3,3,2.32350428812608,2.17683916408506,0.497286157954315,0,1,0.72561305469502,0.458392592807593,0.497286157954315,0.0443212492380925,0
"200",237,2018,"SE","Control","Control",1,0.53,1,1,1,1,1,0,1,1,0,0,1,0
"201",253,2018,"NE","Control","Control",16,321.27,9,9,4.57593363839277,3.87131782985279,0.304012201574999,0.304012201574999,1,0.430146425539199,0.352133719301522,0.00270800261462322,0.0238740000622529,0.621284278021601
"202",253,2018,"NW","Heated","Control",16,427.63,10,10,4.73918886792059,3.7977513812618,0.401281481654702,0.401281481654702,1,0.37977513812618,0.375371232139935,9.35388069125178e-05,0.0152935949301967,0.609241634122958
"203",253,2018,"SE","Control","Drought",16,394.95,8,8,2.48852616080126,2.06572371122766,0.609520192429421,0.609520192429421,0.999999999999999,0.258215463903457,0.344043549816432,0.00422838333966325,0.0175465248765667,0.634181541967337
"204",253,2018,"SW","Heated","Drought",16,581.92,9,9,3.90008841127173,3.16277531596121,0.423649298872697,0.328000412427825,1,0.351419479551245,0.452278663733846,0.190163596370635,0.0154660434423976,0.342091696453121
"205",268,2018,"NE","Control","Drought",1,27.6,1,1,1,1,1,0,1,1,0,0,1,0
"206",268,2018,"NW","Heated","Drought",1,26.07,1,1,1,1,1,0,1,1,0,0,1,0
"207",268,2018,"SE","Control","Control",1,62.13,1,1,1,1,1,0,1,1,0,0,1,0
"208",268,2018,"SW","Heated","Control",1,11.87,1,1,1,1,1,0,1,1,0,0,1,0
"209",273,2018,"NE","Control","Drought",16,1165.73,7,7,1.88649685388361,1.40558717292357,0.836840434749041,0.836840434749041,1,0.20079816756051,0.0330007806267317,0.0148061729560018,0.0155010165304144,0.936692029886852
"210",273,2018,"NW","Heated","Control",16,841.59,7,7,2.18868098191487,1.76105025576328,0.717130669328295,0.717130669328295,0.999999999999999,0.251578607966182,0.0377856200762842,0.236766121270452,0.00768782899036348,0.7177604296629
"211",273,2018,"SE","Control","Control",16,773.81,6,6,2.1135288802856,1.53170895825641,0.798477662475285,0.798477662475285,1,0.255284826376068,0.0263630606996549,0.0201599875938538,0.0429950504645843,0.910481901241907
"212",273,2018,"SW","Heated","Drought",16,733.39,8,8,1.74931931884054,1.28469003491003,0.880472872550757,0.880472872550757,1,0.160586254363753,0.0257298299676843,0.0232618388579064,0.028265997627456,0.922742333546953
"213",280,2018,"NE","Control","Control",1,1.33,1,1,1,1,1,0,1,1,0,0,0,1
"214",280,2018,"NW","Heated","Control",1,134.87,1,1,1,1,1,0,1,1,0,0,0,1
"215",280,2018,"SE","Control","Drought",1,28.67,1,1,1,1,1,0,1,1,0,0,0,1
"216",280,2018,"SW","Heated","Drought",1,88.4,1,1,1,1,1,0,1,1,0,0,0,1
"217",282,2018,"NE","Control","Drought",1,11,1,1,1,1,1,0,1,1,0,0,0,1
"218",282,2018,"SE","Control","Control",1,45.53,1,1,1,1,1,0,1,1,0,0,0,1
"219",282,2018,"SW","Heated","Control",1,57.4,1,1,1,1,1,0,1,1,0,0,0,1
"220",286,2018,"NE","Control","Control",4,103.13,3,3,1.93055434486965,1.74295696985438,0.700087268496073,0,1,0.580985656618127,0.288955686996994,0,0.010957044506933,0.700087268496073
"221",286,2018,"NW","Heated","Control",4,107.33,3,3,1.75562849039269,1.56750009514759,0.763998881952856,0,1,0.522500031715863,0.232926488400261,0,0.00307462964688344,0.763998881952856
"222",286,2018,"SE","Control","Drought",4,128.66,4,4,3.58895246256845,3.34505856147611,0.379838333592414,0,1,0.836264640369027,0.204647909218094,0,0.0927250116586352,0.702627079123271
"223",286,2018,"SW","Heated","Drought",4,176.6,3,3,2.07107914204797,2.01331151565234,0.541732729331823,0,1,0.671103838550779,0.450736126840317,0,0.00753114382785957,0.541732729331823
"224",290,2018,"NE","Control","Control",1,104.94,1,1,1,1,1,0,1,1,0,1,0,0
"225",290,2018,"SE","Control","Drought",1,39.13,1,1,1,1,1,0,1,1,0,1,0,0
"226",290,2018,"SW","Heated","Control",1,30.67,1,1,1,1,1,0,1,1,0,1,0,0
"227",291,2018,"NE","Control","Control",1,57.87,1,1,1,1,1,0,1,1,1,0,0,0
"228",291,2018,"NW","Heated","Drought",1,145.67,1,1,1,1,1,0,1,1,1,0,0,0
"229",291,2018,"SE","Control","Drought",1,19.67,1,1,1,1,1,0,1,1,1,0,0,0
"230",291,2018,"SW","Heated","Control",1,183.4,1,1,1,1,1,0,1,1,1,0,0,0
"231",299,2018,"NE","Control","Control",16,200.05,7,7,3.85624817207158,2.88387711383874,0.504873781554611,0.504873781554611,1,0.411982444834105,0.0762809297675581,0,0.04063984003999,0.883079230192452
"232",299,2018,"NW","Heated","Control",16,422.47,6,6,3.13046683990905,2.29380041479871,0.623476223163775,0.623476223163775,1,0.382300069133118,0.186687812152342,0.0820649986981324,0.0359788860747509,0.695268303074774
"233",299,2018,"SE","Control","Drought",16,289.81,7,7,3.26622957012111,2.58655107839358,0.547496635726855,0.547496635726855,0.999999999999999,0.369507296913369,0.0913357027017701,0.062109658051827,0.0264656154031952,0.820089023843207
"234",299,2018,"SW","Heated","Drought",16,187.41,7,7,5.47464173750658,4.78833911371744,0.315884958113228,0.24369030467958,1,0.684048444816778,0.468118029987728,0.10244917560429,0.10495704604877,0.324475748359213
"235",301,2018,"NE","Control","Control",16,231.28,9,9,4.65767797131854,3.9013772587615,0.350786924939467,0.202654790729851,0.999999999999999,0.433486362084611,0.0227862331373227,0.424031476997578,0.0048858526461432,0.548296437218955
"236",301,2018,"NW","Heated","Drought",16,273.68,8,8,6.55525734084391,5.60447237550771,0.309375913475592,0.309375913475592,1,0.700559046938464,0.301081555100848,0.160040923706518,0.102565039462146,0.436312481730488
"237",301,2018,"SE","Control","Drought",16,316.92,10,10,6.22372818256559,5.03919998535778,0.303956834532374,0.228859018048719,1,0.503919998535778,0.1333775085195,0.364098195128108,0.033446926669191,0.469077369683201
"238",301,2018,"SW","Heated","Control",16,794.19,10,10,4.20906763778458,2.70970797509362,0.576851886828089,0.576851886828089,1,0.270970797509362,0.188443571437566,0.17309459952908,0.036175222553797,0.602286606479558
"239",325,2018,"NE","Control","Drought",4,230.79,4,4,2.8777724232974,2.42496905609492,0.568742146540145,0,1,0.606242264023731,0.266606005459509,0.568742146540145,0.0360934182590234,0.128558429741323
"240",325,2018,"NW","Heated","Drought",4,101.94,4,4,2.88637607377112,2.44598666878695,0.570237394545811,0,1,0.611496667196737,0.570237394545811,0.23415734745929,0.0281538159701785,0.16745144202472
"241",325,2018,"SE","Control","Control",4,154.13,4,4,1.66146432880839,1.34468094122029,0.854278855511581,0,0.999999999999999,0.336170235305073,0.115486926620385,0.854278855511581,0.00862907934860183,0.0216051385194316
"242",325,2018,"SW","Heated","Control",4,274,4,4,2.25206931129632,1.85947754149844,0.698065693430657,0,1,0.46486938537461,0.201934306569343,0.698065693430657,0.00145985401459854,0.0985401459854015
"243",328,2018,"NE","Control","Control",16,71.33,1,1,1,1,1,0,1,1,0,1,0,0
"244",328,2018,"NW","Heated","Drought",16,296.2,7,7,3.90941051492478,2.91659994141963,0.522856178257934,0.522856178257934,1,0.416657134488519,0.367083051991897,0.0524307900067522,0.0513166779203241,0.529169480081026
"245",328,2018,"SE","Control","Drought",16,411.86,7,7,1.43490973246227,1.17382937340483,0.921672412955859,0.921672412955859,1,0.167689910486405,0.0370757053367649,0.000801243140873112,0.0377069878113922,0.92441606371097
"246",328,2018,"SW","Heated","Control",16,425.6,7,7,2.96409668625148,1.98663257497076,0.69297462406015,0.69297462406015,1,0.283804653567251,0.240625,0.028031015037594,0.0352443609022556,0.69609962406015
"247",338,2018,"NW","Heated","Drought",1,75.67,1,1,1,1,1,0,1,1,0,1,0,0
"248",338,2018,"SE","Control","Drought",1,7.6,1,1,1,1,1,0,1,1,0,1,0,0
"249",338,2018,"SW","Heated","Control",1,20.4,1,1,1,1,1,0,1,1,0,1,0,0
"250",29,2019,"NE","Control","Control",1,72,1,1,1,1,1,0,1,1,1,0,0,0
"251",29,2019,"NW","Heated","Drought",1,204.67,1,1,1,1,1,0,1,1,1,0,0,0
"252",29,2019,"SE","Control","Drought",1,66.8,1,1,1,1,1,0,1,1,1,0,0,0
"253",29,2019,"SW","Heated","Control",1,113.27,1,1,1,1,1,0,1,1,1,0,0,0
"254",69,2019,"NE","Control","Drought",1,1.8,1,1,1,1,1,0,1,1,0,1,0,0
"255",69,2019,"NW","Heated","Control",1,5.13,1,1,1,1,1,0,1,1,0,1,0,0
"256",69,2019,"SE","Control","Control",1,22.27,1,1,1,1,1,0,1,1,0,1,0,0
"257",69,2019,"SW","Heated","Drought",1,6.53,1,1,1,1,1,0,1,1,0,1,0,0
"258",82,2019,"NE","Control","Drought",16,202.86,6,6,5.37809236020656,5.04433899712525,0.278024253179533,0.160701961944198,1,0.840723166187542,0.169230010844918,0,0.0400769003253475,0.790693088829735
"259",82,2019,"NW","Heated","Control",16,270.47,8,8,6.6247796774528,5.78507938033066,0.274596073501682,0.135061189780752,1,0.723134922541333,0.288645690834473,0.216179243539025,0.0229230598587644,0.472252005767737
"260",82,2019,"SE","Control","Control",16,234.2,9,9,5.29750438229479,4.42781473145971,0.33932536293766,0.33932536293766,1,0.491979414606635,0.187830913748933,0.213492741246798,0.00286080273270709,0.595815542271562
"261",82,2019,"SW","Heated","Drought",16,194.99,8,8,4.45084297046073,3.74282283543742,0.406841376480845,0.406841376480845,1,0.467852854429678,0.0338478896353659,0.148725575670547,0.0140007179855377,0.803425816708549
"262",83,2019,"NE","Control","Control",1,60.33,1,1,1,1,1,0,1,1,1,0,0,0
"263",83,2019,"NW","Heated","Drought",1,34.13,1,1,1,1,1,0,1,1,1,0,0,0
"264",83,2019,"SE","Control","Drought",1,4.33,1,1,1,1,1,0,1,1,1,0,0,0
"265",83,2019,"SW","Heated","Control",1,61.53,1,1,1,1,1,0,1,1,1,0,0,0
"266",108,2019,"NE","Control","Drought",16,267.66,9,9,4.64976558131087,3.15882837272842,0.514346559067474,0.514346559067474,1,0.350980930303158,0.1952477023089,0.0923933348277666,0.0338862736307255,0.678472689232609
"267",108,2019,"NW","Heated","Control",16,301.66,8,8,5.860088797566,5.00450128599293,0.281542133527813,0.281542133527813,1,0.625562660749116,0.38344493800968,0.191838493668368,0.0349068487701386,0.389809719551814
"268",108,2019,"SE","Control","Control",16,420.14,8,8,3.60417752528757,2.6691706663914,0.558385300138049,0.0934688437187604,1,0.333646333298924,0.215809016042272,0.55869472080735,0.0282524872661494,0.197243775884229
"269",108,2019,"SW","Heated","Drought",16,176.12,7,7,4.64902409155294,4.05538678368942,0.338803088803089,0.338803088803089,1,0.579340969098488,0.467465364524188,0.0211787417669771,0.0810243016125369,0.430331592096298
"270",109,2019,"NE","Control","Drought",1,83.07,1,1,1,1,1,1,1,1,0,0,0,1
"271",109,2019,"NW","Heated","Drought",1,68.87,1,1,1,1,1,1,1,1,0,0,0,1
"272",109,2019,"SE","Control","Control",1,21,1,1,1,1,1,1,1,1,0,0,0,1
"273",109,2019,"SW","Heated","Control",1,32.93,1,1,1,1,1,1,1,1,0,0,0,1
"274",110,2019,"NE","Control","Control",4,64.26,2,2,1.51327566257112,1.33017944024293,0.854808590102708,0,1,0.665089720121463,0.145191409897292,0,0,0.854808590102708
"275",110,2019,"NW","Heated","Control",4,134.67,3,3,2.16914279082029,1.97500056273767,0.619811390807158,0,1,0.658333520912557,0.380188609192842,0,0,0.619811390807158
"276",110,2019,"SE","Control","Drought",4,62.77,3,3,1.10849152849175,1.04035746549213,0.980245340130636,0,1,0.346785821830709,0.0197546598693644,0,0,0.980245340130636
"277",110,2019,"SW","Heated","Drought",4,166.06,3,3,2.67763407016202,2.43903450265148,0.547994700710587,0,1,0.813011500883827,0.452005299289414,0,0,0.547994700710587
"278",137,2019,"NE","Control","Drought",1,341.33,1,1,1,1,1,0,1,1,1,0,0,0
"279",137,2019,"NW","Heated","Control",1,409.93,1,1,1,1,1,0,1,1,1,0,0,0
"280",137,2019,"SE","Control","Control",1,181.27,1,1,1,1,1,0,1,1,1,0,0,0
"281",137,2019,"SW","Heated","Drought",1,260.13,1,1,1,1,1,0,1,1,1,0,0,0
"282",138,2019,"NE","Control","Drought",4,52.07,2,2,1.21934920610765,1.10482465879032,0.950067217207605,0,1,0.552412329395162,0,0.950067217207605,0.0499327827923949,0
"283",138,2019,"NW","Heated","Drought",4,94.46,3,3,1.68095672919832,1.41662634786185,0.825005293245818,0,1,0.472208782620618,0,0.841943679864493,0.158056320135507,0
"284",138,2019,"SE","Control","Control",4,157,3,3,1.23654085010904,1.11102708330559,0.947324840764331,0,1,0.370342361101865,0,0.948598726114649,0.0514012738853503,0
"285",138,2019,"SW","Heated","Control",4,97.54,3,3,1.50059360239397,1.24442006716274,0.892659421775682,0,1,0.414806689054247,0,0.92413368874308,0.0758663112569202,0
"286",167,2019,"NE","Control","Control",1,150.07,1,1,1,1,1,0,1,1,0,1,0,0
"287",167,2019,"NW","Heated","Control",1,356.4,1,1,1,1,1,0,1,1,0,1,0,0
"288",167,2019,"SE","Control","Drought",1,38.6,1,1,1,1,1,0,1,1,0,1,0,0
"289",167,2019,"SW","Heated","Drought",1,142.8,1,1,1,1,1,0,1,1,0,1,0,0
"290",176,2019,"NE","Control","Drought",4,147.2,3,3,1.96464393960365,1.69736992984346,0.726426630434783,0,1,0.565789976614485,0,0.726426630434783,0.0271739130434783,0.246399456521739
"291",176,2019,"NW","Heated","Control",4,157.69,2,2,1.01351109477613,1.00368486677985,0.99816094869681,0,1,0.501842433389924,0,0.99816094869681,0,0.0018390513031898
"292",176,2019,"SE","Control","Control",4,122.93,3,3,2.09203743842832,1.81526894994122,0.690392906532173,0,1,0.605089649980405,0,0.690392906532173,0.0401041242983812,0.269502969169446
"293",176,2019,"SW","Heated","Drought",4,278.06,3,3,1.2561540424534,1.1183368251983,0.944148744875207,0,1,0.372778941732768,0,0.944148744875207,0.00334460188448536,0.0525066532403079
"294",201,2019,"NE","Control","Control",4,241.06,3,3,2.22709438200084,1.97417177915319,0.637725047705965,0,0.999999999999999,0.658057259717732,0.362274952294034,0,0,0.637725047705965
"295",201,2019,"NW","Heated","Control",4,287.87,2,2,1.8864120982582,1.79429580083922,0.669295167957759,0,1,0.897147900419612,1,0,0,0
"296",201,2019,"SE","Control","Drought",4,150.93,3,3,1.84052256298409,1.60675576812695,0.753528125621149,0,1,0.535585256042317,0.766779301663023,0,0,0.233220698336977
"297",201,2019,"SW","Heated","Drought",4,203.46,3,3,1.47107659054109,1.22486502079405,0.900422687506144,0,1,0.408288340264682,0.931534453946722,0,0,0.0684655460532783
"298",202,2019,"NE","Control","Control",16,555.94,9,9,4.95939929578776,3.95264729585096,0.409630535669317,0.409630535669317,1,0.439183032872329,0.195092995647012,0.207468431845163,0.0432960391409145,0.554142533366911
"299",202,2019,"NW","Heated","Drought",16,534.8,7,7,2.10666746724683,1.45983409587121,0.823485415108452,0.823485415108452,1,0.208547727981601,0.068548990276739,0.0524869109947644,0.0243081525804039,0.854655946148093
"300",202,2019,"SE","Control","Drought",16,428.87,7,7,3.76703423733974,2.77695104899877,0.553081353323851,0.553081353323851,1,0.39670729271411,0.267680182805979,0.117378226502203,0.0203558187795836,0.594585771912234
"301",202,2019,"SW","Heated","Control",16,550.12,12,12,5.31654782803703,3.54069516523359,0.47965898349451,0.47965898349451,0.999999999999999,0.295057930436132,0.202010470442812,0.197520540972878,0.0325928888242565,0.567876099760052
"302",220,2019,"NE","Control","Drought",16,232.67,9,9,5.19695962593321,3.77650901906284,0.415739029526798,0.415739029526798,1,0.419612113229205,0.182791077491726,0.289981518889415,0.0278076245325998,0.49941977908626
"303",220,2019,"NW","Heated","Control",16,273.2,9,9,4.86716165550215,3.50046746224701,0.476830161054173,0.476830161054173,1,0.388940829138556,0.150292825768668,0.181076134699854,0.0102489019033675,0.658382137628111
"304",220,2019,"SE","Control","Control",16,238.95,9,9,5.1417940127149,4.23141388857714,0.377484829462231,0.146181209458046,1,0.470157098730794,0.206444862942038,0,0.0187905419543837,0.774764595103579
"305",220,2019,"SW","Heated","Drought",16,283.27,9,9,4.69896087213198,3.95240142743147,0.329720761111307,0.329720761111307,1,0.439155714159052,0.392593638578035,0.217460373495252,0.0407032160129911,0.349242771913722
"306",223,2019,"NE","Control","Drought",4,200.73,3,3,1.12970638687589,1.04709522663817,0.977083644696856,0,1,0.349031742212723,0,0.977083644696856,0.0229163553031435,0
"307",223,2019,"NW","Heated","Drought",4,200.47,3,3,1.29843237887715,1.12448710003005,0.942135980445952,0,1,0.37482903334335,0,0.942135980445952,0.057864019554048,0
"308",223,2019,"SE","Control","Control",4,67.99,3,3,1.76610873743634,1.44974577608318,0.816737755552287,0,1,0.483248592027726,0,0.816737755552287,0.183262244447713,0
"309",223,2019,"SW","Heated","Control",4,31.2,2,2,1.29785287413264,1.15597024478629,0.92724358974359,0,1,0.577985122393147,0,0.92724358974359,0.0727564102564103,0
"310",229,2019,"NE","Control","Control",4,141.06,3,3,2.00053659629352,1.93094754457698,0.602084219481072,0.602084219481072,1,0.643649181525661,0.00375726641145612,0,0,0.996242733588544
"311",229,2019,"NW","Heated","Control",4,169.26,4,4,2.55598865119722,2.09630051490544,0.643566111308047,0.218185040765686,1,0.52407512872636,0.122474299893655,0,0.0157745480326125,0.861751152073733
"312",229,2019,"SE","Control","Drought",4,146.8,4,4,1.73308838208279,1.37410413234101,0.846049046321526,0.053133514986376,1,0.343526033085253,0.0953678474114441,0,0.00544959128065395,0.899182561307902
"313",229,2019,"SW","Heated","Drought",4,149.13,4,4,3.77201635235578,3.56652433609362,0.385770803996513,0.262857909206732,1,0.891631084023405,0.385770803996513,0,0.156440689331456,0.457788506672031
"314",230,2019,"NE","Control","Control",1,44.6,1,1,1,1,1,0,1,1,0,0,0,1
"315",230,2019,"NW","Heated","Drought",1,27.4,1,1,1,1,1,0,1,1,0,0,0,1
"316",230,2019,"SE","Control","Drought",1,40.13,1,1,1,1,1,0,1,1,0,0,0,1
"317",230,2019,"SW","Heated","Control",1,64.67,1,1,1,1,1,0,1,1,0,0,0,1
"318",233,2019,"NE","Control","Drought",4,215.47,3,3,1.4877542885353,1.22992441880976,0.898825822620318,0,1,0.40997480626992,0.0454819696477468,0.898825822620318,0.0556922077319348,0
"319",233,2019,"NW","Heated","Drought",4,186.79,3,3,2.72321413725701,2.52856954959073,0.513571390331388,0,1,0.842856516530242,0.513571390331388,0.325124471331442,0.16130413833717,0
"320",233,2019,"SE","Control","Control",4,137.74,3,3,2.52993015299828,2.22681710529315,0.601132568607521,0,1,0.74227236843105,0.26332220124873,0.601132568607521,0.135545230143749,0
"321",233,2019,"SW","Heated","Control",4,370.66,3,3,2.12474427020547,1.87159764157245,0.668348351589057,0,1,0.623865880524151,0.293530459180921,0.668348351589057,0.0381211892300221,0
"322",237,2019,"NE","Control","Drought",1,2.87,1,1,1,1,1,0,1,1,0,0,1,0
"323",237,2019,"NW","Heated","Drought",1,5.73,1,1,1,1,1,0,1,1,0,0,1,0
"324",237,2019,"SE","Control","Control",1,0.33,1,1,1,1,1,0,1,1,0,0,1,0
"325",237,2019,"SW","Heated","Control",1,0.04,1,1,1,1,1,0,1,1,0,0,1,0
"326",253,2019,"NE","Control","Control",16,187.19,8,8,5.27223037683452,3.83043947012181,0.451573267802767,0.451573267802767,1,0.478804933765226,0.220791708958812,0.071585020567338,0.0747903199957263,0.632832950478124
"327",253,2019,"NW","Heated","Control",16,144.14,7,7,1.98849069020921,1.46909202800371,0.817260996253642,0.817260996253642,1,0.209870289714815,0.0545996947412238,0.00138753989177189,0.0222006382683502,0.921812127098654
"328",253,2019,"SE","Control","Drought",16,214.17,9,9,4.21216262471219,3.20871646252747,0.465377970770883,0.465377970770883,1,0.356524051391941,0.346780594854555,0.110332913106411,0.0127468833169912,0.530139608722043
"329",253,2019,"SW","Heated","Drought",16,251.88,8,8,2.29532528108895,1.54409200663525,0.799070986183897,0.799070986183897,1,0.193011500829407,0.125734476734953,0,0.0119104335397809,0.862355089725266
"330",268,2019,"NE","Control","Drought",1,51.6,1,1,1,1,1,0,1,1,0,0,1,0
"331",268,2019,"NW","Heated","Drought",1,66.07,1,1,1,1,1,0,1,1,0,0,1,0
"332",268,2019,"SE","Control","Control",1,68.27,1,1,1,1,1,0,1,1,0,0,1,0
"333",268,2019,"SW","Heated","Control",1,118.8,1,1,1,1,1,0,1,1,0,0,1,0
"334",273,2019,"NE","Control","Drought",16,518.95,8,8,1.81380207862088,1.35422747279204,0.855188361113787,0.855188361113787,1,0.169278434099005,0.0729742749783216,0.0183832739184892,0.0226226033336545,0.886019847769534
"335",273,2019,"NW","Heated","Control",16,690.74,4,4,1.41439454671438,1.18516525067535,0.916220285490923,0.916220285490923,1,0.296291312668838,0.0639893447606914,0.0125517560876741,0.0072386136607117,0.916220285490923
"336",273,2019,"SE","Control","Control",16,345.93,10,10,4.35641847353987,2.92264100539391,0.532680021969763,0.532680021969763,1,0.292264100539391,0.0553002052438354,0.311219032752291,0.0476107883097737,0.5858699736941
"337",273,2019,"SW","Heated","Drought",16,576.32,6,6,2.35289626893485,1.69441218795088,0.753626457523598,0.753626457523598,1,0.282402031325147,0.125277623542476,0.0913728484175458,0.0215158245419212,0.761833703498057
"338",280,2019,"NE","Control","Control",1,14.33,1,1,1,1,1,0,1,1,0,0,0,1
"339",280,2019,"NW","Heated","Control",1,78.73,1,1,1,1,1,0,1,1,0,0,0,1
"340",280,2019,"SE","Control","Drought",1,39.87,1,1,1,1,1,0,1,1,0,0,0,1
"341",280,2019,"SW","Heated","Drought",1,120.13,1,1,1,1,1,0,1,1,0,0,0,1
"342",282,2019,"NE","Control","Drought",1,42.2,1,1,1,1,1,0,1,1,0,0,0,1
"343",282,2019,"NW","Heated","Drought",1,73.33,1,1,1,1,1,0,1,1,0,0,0,1
"344",282,2019,"SE","Control","Control",1,137.93,1,1,1,1,1,0,1,1,0,0,0,1
"345",282,2019,"SW","Heated","Control",1,82,1,1,1,1,1,0,1,1,0,0,0,1
"346",286,2019,"NE","Control","Control",4,73.99,4,4,2.45947558889666,2.06990373290994,0.628868766049466,0,0.999999999999999,0.517475933227484,0.288282200297337,0,0.0179754020813623,0.6937423976213
"347",286,2019,"NW","Heated","Control",4,264.87,4,4,2.60202159710004,2.2998548293637,0.570355268622343,0,1,0.574963707340925,0.570355268622343,0,0.00453052440820025,0.425114206969457
"348",286,2019,"SE","Control","Drought",4,129.46,4,4,3.28061231862972,3.14194813592411,0.348138421133941,0,1,0.785487033981027,0.348138421133941,0,0.0257222308048818,0.626139348061177
"349",286,2019,"SW","Heated","Drought",4,165.4,4,4,3.05533312876567,2.8077350209901,0.460701330108827,0,1,0.701933755247525,0.460701330108827,0,0.0189238210399033,0.52037484885127
"350",290,2019,"NE","Control","Control",1,142.54,1,1,1,1,1,0,1,1,0,1,0,0
"351",290,2019,"NW","Heated","Drought",1,70.87,1,1,1,1,1,0,1,1,0,1,0,0
"352",290,2019,"SE","Control","Drought",1,123.4,1,1,1,1,1,0,1,1,0,1,0,0
"353",291,2019,"NE","Control","Control",1,42.13,1,1,1,1,1,0,1,1,1,0,0,0
"354",291,2019,"NW","Heated","Drought",1,79.07,1,1,1,1,1,0,1,1,1,0,0,0
"355",291,2019,"SE","Control","Drought",1,102.73,1,1,1,1,1,0,1,1,1,0,0,0
"356",291,2019,"SW","Heated","Control",1,208.6,1,1,1,1,1,0,1,1,1,0,0,0
"357",299,2019,"NE","Control","Control",16,434.47,9,9,4.90188741095575,4.12811884843738,0.329596980228784,0.329596980228784,0.999999999999999,0.458679872048597,0.453564112596958,0.00108177779823693,0.0349851543259604,0.510368955278845
"358",299,2019,"NW","Heated","Control",16,388.33,4,4,2.30407683890583,1.88299935128881,0.685499446347179,0.685499446347179,1,0.470749837822201,0.239821801045503,0,0.0166610872196328,0.743517111734865
"359",299,2019,"SE","Control","Drought",16,365.27,11,11,4.06134902200444,2.88125463695042,0.499356640293481,0.499356640293481,1,0.261932239722765,0.312262162236154,0.0620636789224409,0.0111424425767241,0.61453171626468
"360",299,2019,"SW","Heated","Drought",16,629.73,6,6,3.54304232699005,2.80284307654689,0.513124672478681,0.513124672478681,1,0.467140512757815,0.426738443459896,0,0.0325059946326203,0.540755561907484
"361",301,2019,"NE","Control","Control",16,164.33,7,7,4.99671908210509,4.54521772572287,0.334266415140267,0.334266415140267,1,0.64931681796041,0.291730055376377,0,0.0125357512322765,0.695734193391348
"362",301,2019,"NW","Heated","Drought",16,180.8,8,8,5.68936788940912,4.49904175645052,0.33445796460177,0.33445796460177,1,0.562380219556316,0.425110619469027,0.0579092920353982,0.0553097345132743,0.461670353982301
