"","Date","MaxTemp.degF.","MinTemp.degF.","Precip.inches.","TempSource","PrecipSource"
"1006","8/2/1965",80,50,0,"Cedar Weather Station","Cedar Weather Station"
"1007","8/3/1965",80,54,0.23,"Cedar Weather Station","Cedar Weather Station"
"1008","8/4/1965",83,55,0,"Cedar Weather Station","Cedar Weather Station"
"1009","8/5/1965",92,60,0,"Cedar Weather Station","Cedar Weather Station"
"1010","8/6/1965",88,65,0.17,"Cedar Weather Station","Cedar Weather Station"
"1011","8/7/1965",77,57,0.46,"Cedar Weather Station","Cedar Weather Station"
"1012","8/8/1965",78,53,0.02,"Cedar Weather Station","Cedar Weather Station"
"1013","8/9/1965",87,52,0,"Cedar Weather Station","Cedar Weather Station"
"1014","8/10/1965",84,55,0,"Cedar Weather Station","Cedar Weather Station"
"1015","8/11/1965",90,64,0,"Cedar Weather Station","Cedar Weather Station"
"1016","8/12/1965",98,70,0,"Cedar Weather Station","Cedar Weather Station"
"1017","8/13/1965",95,62,0,"Cedar Weather Station","Cedar Weather Station"
"1018","8/14/1965",95,73,0,"Cedar Weather Station","Cedar Weather Station"
"1019","8/15/1965",86,56,0,"Cedar Weather Station","Cedar Weather Station"
"1020","8/16/1965",82,61,0.36,"Cedar Weather Station","Cedar Weather Station"
"1021","8/17/1965",87,60,0.02,"Cedar Weather Station","Cedar Weather Station"
"1022","8/18/1965",83,56,0,"Cedar Weather Station","Cedar Weather Station"
"1023","8/19/1965",79,49,0,"Cedar Weather Station","Cedar Weather Station"
"1024","8/20/1965",81,47,0,"Cedar Weather Station","Cedar Weather Station"
"1025","8/21/1965",76,60,0,"Cedar Weather Station","Cedar Weather Station"
"1026","8/22/1965",80,53,0.01,"Cedar Weather Station","Cedar Weather Station"
"1027","8/23/1965",79,53,0,"Cedar Weather Station","Cedar Weather Station"
"1028","8/24/1965",79,52,0,"Cedar Weather Station","Cedar Weather Station"
"1029","8/25/1965",79,53,1.67,"Cedar Weather Station","Cedar Weather Station"
"1030","8/26/1965",79,55,0.01,"Cedar Weather Station","Cedar Weather Station"
"1031","8/27/1965",75,57,0.07,"Cedar Weather Station","Cedar Weather Station"
"1032","8/28/1965",65,37,0,"Cedar Weather Station","Cedar Weather Station"
"1033","8/29/1965",62,41,0.4,"Cedar Weather Station","Cedar Weather Station"
"1034","8/30/1965",60,52,0.5,"Cedar Weather Station","Cedar Weather Station"
"1035","8/31/1965",68,47,0.03,"Cedar Weather Station","Cedar Weather Station"
"1036","9/1/1965",67,45,0,"Cedar Weather Station","Cedar Weather Station"
"1037","9/2/1965",81,40,0,"Cedar Weather Station","Cedar Weather Station"
"1038","9/3/1965",80,52,0,"Cedar Weather Station","Cedar Weather Station"
"1039","9/4/1965",75,59,0,"Cedar Weather Station","Cedar Weather Station"
"1040","9/5/1965",68,40,0.06,"Cedar Weather Station","Cedar Weather Station"
"1041","9/6/1965",58,47,0.04,"Cedar Weather Station","Cedar Weather Station"
"1042","9/7/1965",59,53,0.02,"Cedar Weather Station","Cedar Weather Station"
"1043","9/8/1965",66,35,0.01,"Cedar Weather Station","Cedar Weather Station"
"1044","9/9/1965",79,58,0.03,"Cedar Weather Station","Cedar Weather Station"
"1045","9/10/1965",72,38,0,"Cedar Weather Station","Cedar Weather Station"
"1046","9/11/1965",68,42,0,"Cedar Weather Station","Cedar Weather Station"
"1047","9/12/1965",64,51,0.61,"Cedar Weather Station","Cedar Weather Station"
"1048","9/13/1965",60,53,0.04,"Cedar Weather Station","Cedar Weather Station"
"1049","9/14/1965",63,42,0.65,"Cedar Weather Station","Cedar Weather Station"
"1050","9/15/1965",61,44,0.01,"Cedar Weather Station","Cedar Weather Station"
"1051","9/16/1965",51,44,0.16,"Cedar Weather Station","Cedar Weather Station"
"1052","9/17/1965",56,47,0.24,"Cedar Weather Station","Cedar Weather Station"
"1053","9/18/1965",53,48,0.37,"Cedar Weather Station","Cedar Weather Station"
"1054","9/19/1965",53,45,0.15,"Cedar Weather Station","Cedar Weather Station"
"1055","9/20/1965",54,47,0.06,"Cedar Weather Station","Cedar Weather Station"
"1056","9/21/1965",56,45,0.33,"Cedar Weather Station","Cedar Weather Station"
"1057","9/22/1965",59,38,0.5,"Cedar Weather Station","Cedar Weather Station"
"1058","9/23/1965",50,38,0.03,"Cedar Weather Station","Cedar Weather Station"
"1059","9/24/1965",54,41,0,"Cedar Weather Station","Cedar Weather Station"
"1060","9/25/1965",51,38,0,"Cedar Weather Station","Cedar Weather Station"
"1061","9/26/1965",49,23,0,"Cedar Weather Station","Cedar Weather Station"
"1062","9/27/1965",44,34,0.1,"Cedar Weather Station","Cedar Weather Station"
"1063","9/28/1965",46,33,0.22,"Cedar Weather Station","Cedar Weather Station"
"1064","9/29/1965",55,44,0.57,"Cedar Weather Station","Cedar Weather Station"
"1065","9/30/1965",61,45,1.61,"Cedar Weather Station","Cedar Weather Station"
"1066","10/1/1965",68,37,0.04,"Cedar Weather Station","Cedar Weather Station"
"1067","10/2/1965",69,49,0,"Cedar Weather Station","Cedar Weather Station"
"1068","10/3/1965",57,30,0,"Cedar Weather Station","Cedar Weather Station"
"1069","10/4/1965",57,31,0,"Cedar Weather Station","Cedar Weather Station"
"1070","10/5/1965",61,39,0,"Cedar Weather Station","Cedar Weather Station"
"1071","10/6/1965",70,54,0.05,"Cedar Weather Station","Cedar Weather Station"
"1072","10/7/1965",60,48,0.49,"Cedar Weather Station","Cedar Weather Station"
"1073","10/8/1965",57,47,0.02,"Cedar Weather Station","Cedar Weather Station"
"1074","10/9/1965",58,44,0,"Cedar Weather Station","Cedar Weather Station"
"1075","10/10/1965",67,36,0,"Cedar Weather Station","Cedar Weather Station"
"1076","10/11/1965",58,35,0,"Cedar Weather Station","Cedar Weather Station"
"1077","10/12/1965",58,35,0,"Cedar Weather Station","Cedar Weather Station"
"1078","10/13/1965",56,23,0,"Cedar Weather Station","Cedar Weather Station"
"1079","10/14/1965",67,43,0,"Cedar Weather Station","Cedar Weather Station"
"1080","10/15/1965",65,29,0,"Cedar Weather Station","Cedar Weather Station"
"1081","10/16/1965",72,52,0,"Cedar Weather Station","Cedar Weather Station"
"1082","10/17/1965",77,55,0.08,"Cedar Weather Station","Cedar Weather Station"
"1083","10/18/1965",79,59,0,"Cedar Weather Station","Cedar Weather Station"
"1084","10/19/1965",68,58,0.5,"Cedar Weather Station","Cedar Weather Station"
"1085","10/20/1965",61,47,0,"Cedar Weather Station","Cedar Weather Station"
"1086","10/21/1965",58,36,0,"Cedar Weather Station","Cedar Weather Station"
"1087","10/22/1965",67,26,0,"Cedar Weather Station","Cedar Weather Station"
"1088","10/23/1965",53,40,0,"Cedar Weather Station","Cedar Weather Station"
"1089","10/24/1965",50,21,0,"Cedar Weather Station","Cedar Weather Station"
"1090","10/25/1965",63,39,0,"Cedar Weather Station","Cedar Weather Station"
"1091","10/26/1965",60,27,0,"Cedar Weather Station","Cedar Weather Station"
"1092","10/27/1965",54,29,0,"Cedar Weather Station","Cedar Weather Station"
"1093","10/28/1965",49,20,0,"Cedar Weather Station","Cedar Weather Station"
"1094","10/29/1965",62,35,0,"Cedar Weather Station","Cedar Weather Station"
"1095","10/30/1965",71,35,0,"Cedar Weather Station","Cedar Weather Station"
"1096","10/31/1965",64,31,0,"Cedar Weather Station","Cedar Weather Station"
"1097","11/1/1965",62,27,0,"Cedar Weather Station","Cedar Weather Station"
"1098","11/2/1965",66,38,0,"Cedar Weather Station","Cedar Weather Station"
"1099","11/3/1965",60,41,0,"Cedar Weather Station","Cedar Weather Station"
"1100","11/4/1965",47,20,0,"Cedar Weather Station","Cedar Weather Station"
"1101","11/5/1965",61,34,0,"Cedar Weather Station","Cedar Weather Station"
"1102","11/6/1965",55,32,0,"Cedar Weather Station","Cedar Weather Station"
"1103","11/7/1965",51,30,0,"Cedar Weather Station","Cedar Weather Station"
"1104","11/8/1965",45,26,0,"Cedar Weather Station","Cedar Weather Station"
"1105","11/9/1965",36,9,0,"Cedar Weather Station","Cedar Weather Station"
"1106","11/10/1965",42,28,0,"Cedar Weather Station","Cedar Weather Station"
"1107","11/11/1965",41,22,0,"Cedar Weather Station","Cedar Weather Station"
"1108","11/12/1965",41,33,0.91,"Cedar Weather Station","Cedar Weather Station"
"1109","11/13/1965",34,20,0,"Cedar Weather Station","Cedar Weather Station"
"1110","11/14/1965",33,7,0,"Cedar Weather Station","Cedar Weather Station"
"1111","11/15/1965",40,31,0.06,"Cedar Weather Station","Cedar Weather Station"
"1112","11/16/1965",39,26,0,"Cedar Weather Station","Cedar Weather Station"
"1113","11/17/1965",33,13,0,"Cedar Weather Station","Cedar Weather Station"
"1114","11/18/1965",45,20,0,"Cedar Weather Station","Cedar Weather Station"
"1115","11/19/1965",35,20,0,"Cedar Weather Station","Cedar Weather Station"
"1116","11/20/1965",37,29,0,"Cedar Weather Station","Cedar Weather Station"
"1117","11/21/1965",37,27,0.01,"Cedar Weather Station","Cedar Weather Station"
"1118","11/22/1965",35,27,0,"Cedar Weather Station","Cedar Weather Station"
"1119","11/23/1965",38,16,0,"Cedar Weather Station","Cedar Weather Station"
"1120","11/24/1965",35,26,0.23,"Cedar Weather Station","Cedar Weather Station"
"1121","11/25/1965",35,24,0,"Cedar Weather Station","Cedar Weather Station"
"1122","11/26/1965",33,23,0.93,"Cedar Weather Station","Cedar Weather Station"
"1123","11/27/1965",30,5,0,"Cedar Weather Station","Cedar Weather Station"
"1124","11/28/1965",24,12,0,"Cedar Weather Station","Cedar Weather Station"
"1125","11/29/1965",24,13,0,"Cedar Weather Station","Cedar Weather Station"
"1126","11/30/1965",28,7,0,"Cedar Weather Station","Cedar Weather Station"
"1127","12/1/1965",41,22,0,"Cedar Weather Station","Cedar Weather Station"
"1128","12/2/1965",36,10,0,"Cedar Weather Station","Cedar Weather Station"
"1129","12/3/1965",36,28,0,"Cedar Weather Station","Cedar Weather Station"
"1130","12/4/1965",36,19,0,"Cedar Weather Station","Cedar Weather Station"
"1131","12/5/1965",39,30,0,"Cedar Weather Station","Cedar Weather Station"
"1132","12/6/1965",33,13,0,"Cedar Weather Station","Cedar Weather Station"
"1133","12/7/1965",42,16,0,"Cedar Weather Station","Cedar Weather Station"
"1134","12/8/1965",38,29,0,"Cedar Weather Station","Cedar Weather Station"
"1135","12/9/1965",33,28,0,"Cedar Weather Station","Cedar Weather Station"
"1136","12/10/1965",33,28,0,"Cedar Weather Station","Cedar Weather Station"
"1137","12/11/1965",37,32,0.88,"Cedar Weather Station","Cedar Weather Station"
"1138","12/12/1965",37,33,0.72,"Cedar Weather Station","Cedar Weather Station"
"1139","12/13/1965",36,25,0.12,"Cedar Weather Station","Cedar Weather Station"
"1140","12/14/1965",26,21,0,"Cedar Weather Station","Cedar Weather Station"
"1141","12/15/1965",24,16,0.01,"Cedar Weather Station","Cedar Weather Station"
"1142","12/16/1965",26,11,0,"Cedar Weather Station","Cedar Weather Station"
"1143","12/17/1965",24,11,0,"Cedar Weather Station","Cedar Weather Station"
"1144","12/18/1965",27,15,0,"Cedar Weather Station","Cedar Weather Station"
"1145","12/19/1965",24,5,0,"Cedar Weather Station","Cedar Weather Station"
"1146","12/20/1965",26,21,0.02,"Cedar Weather Station","Cedar Weather Station"
"1147","12/21/1965",36,22,0,"Cedar Weather Station","Cedar Weather Station"
"1148","12/22/1965",30,15,0,"Cedar Weather Station","Cedar Weather Station"
"1149","12/23/1965",33,25,0.46,"Cedar Weather Station","Cedar Weather Station"
"1150","12/24/1965",33,20,0,"Cedar Weather Station","Cedar Weather Station"
"1151","12/25/1965",29,14,0,"Cedar Weather Station","Cedar Weather Station"
"1152","12/26/1965",28,22,0.04,"Cedar Weather Station","Cedar Weather Station"
"1153","12/27/1965",27,-6,0,"Cedar Weather Station","Cedar Weather Station"
"1154","12/28/1965",28,-5,0,"Cedar Weather Station","Cedar Weather Station"
"1155","12/29/1965",40,27,0,"Cedar Weather Station","Cedar Weather Station"
"1156","12/30/1965",40,28,0,"Cedar Weather Station","Cedar Weather Station"
"1157","12/31/1965",45,11,0,"Cedar Weather Station","Cedar Weather Station"
"1158","1/1/1966",31,8,0,"Cedar Weather Station","Cedar Weather Station"
"1159","1/2/1966",31,13,0.34,"Cedar Weather Station","Cedar Weather Station"
"1160","1/3/1966",15,-14,0,"Cedar Weather Station","Cedar Weather Station"
"1161","1/4/1966",21,3,0,"Cedar Weather Station","Cedar Weather Station"
"1162","1/5/1966",22,13,0,"Cedar Weather Station","Cedar Weather Station"
"1163","1/6/1966",15,-4,0.04,"Cedar Weather Station","Cedar Weather Station"
"1164","1/7/1966",1,-18,0.02,"Cedar Weather Station","Cedar Weather Station"
"1165","1/8/1966",10,-24,0,"Cedar Weather Station","Cedar Weather Station"
"1166","1/9/1966",33,8,0,"Cedar Weather Station","Cedar Weather Station"
"1167","1/10/1966",26,-7,0,"Cedar Weather Station","Cedar Weather Station"
"1168","1/11/1966",7,-17,0,"Cedar Weather Station","Cedar Weather Station"
"1169","1/12/1966",23,4,0.26,"Cedar Weather Station","Cedar Weather Station"
"1170","1/13/1966",19,-6,0,"Cedar Weather Station","Cedar Weather Station"
"1171","1/14/1966",19,-12,0.03,"Cedar Weather Station","Cedar Weather Station"
"1172","1/15/1966",15,6,0,"Cedar Weather Station","Cedar Weather Station"
"1173","1/16/1966",15,-10,0,"Cedar Weather Station","Cedar Weather Station"
"1174","1/17/1966",10,-13,0.01,"Cedar Weather Station","Cedar Weather Station"
"1175","1/18/1966",21,5,0.03,"Cedar Weather Station","Cedar Weather Station"
"1176","1/19/1966",17,-14,0,"Cedar Weather Station","Cedar Weather Station"
"1177","1/20/1966",13,-15,0,"Cedar Weather Station","Cedar Weather Station"
"1178","1/21/1966",9,0,0.06,"Cedar Weather Station","Cedar Weather Station"
"1179","1/22/1966",7,-13,0,"Cedar Weather Station","Cedar Weather Station"
"1180","1/23/1966",1,-20,0,"Cedar Weather Station","Cedar Weather Station"
"1181","1/24/1966",0,-23,0,"Cedar Weather Station","Cedar Weather Station"
"1182","1/25/1966",13,-23,0,"Cedar Weather Station","Cedar Weather Station"
"1183","1/26/1966",11,-15,0,"Cedar Weather Station","Cedar Weather Station"
"1184","1/27/1966",2,-24,0,"Cedar Weather Station","Cedar Weather Station"
"1185","1/28/1966",-14,-32,0,"Cedar Weather Station","Cedar Weather Station"
"1186","1/29/1966",-7,-31,0,"Cedar Weather Station","Cedar Weather Station"
"1187","1/30/1966",6,-20,0,"Cedar Weather Station","Cedar Weather Station"
"1188","1/31/1966",14,-8,0,"Cedar Weather Station","Cedar Weather Station"
"1189","2/1/1966",23,-12,0,"Cedar Weather Station","Cedar Weather Station"
"1190","2/2/1966",30,-8,0,"Cedar Weather Station","Cedar Weather Station"
"1191","2/3/1966",23,-2,0,"Cedar Weather Station","Cedar Weather Station"
"1192","2/4/1966",12,-16,0,"Cedar Weather Station","Cedar Weather Station"
"1193","2/5/1966",18,-3,0,"Cedar Weather Station","Cedar Weather Station"
"1194","2/6/1966",33,17,0,"Cedar Weather Station","Cedar Weather Station"
"1195","2/7/1966",28,6,0,"Cedar Weather Station","Cedar Weather Station"
"1196","2/8/1966",38,27,0.5,"Cedar Weather Station","Cedar Weather Station"
"1197","2/9/1966",50,34,0.63,"Cedar Weather Station","Cedar Weather Station"
"1198","2/10/1966",42,27,0,"Cedar Weather Station","Cedar Weather Station"
"1199","2/11/1966",29,14,0,"Cedar Weather Station","Cedar Weather Station"
"1200","2/12/1966",37,20,0.01,"Cedar Weather Station","Cedar Weather Station"
"1201","2/13/1966",33,4,0,"Cedar Weather Station","Cedar Weather Station"
"1202","2/14/1966",28,0,0,"Cedar Weather Station","Cedar Weather Station"
"1203","2/15/1966",25,-5,0.03,"Cedar Weather Station","Cedar Weather Station"
"1204","2/16/1966",12,-11,0.3,"Cedar Weather Station","Cedar Weather Station"
"1205","2/17/1966",8,-19,0,"Cedar Weather Station","Cedar Weather Station"
"1206","2/18/1966",7,-17,0,"Cedar Weather Station","Cedar Weather Station"
"1207","2/19/1966",2,-19,0,"Cedar Weather Station","Cedar Weather Station"
"1208","2/20/1966",10,-26,0,"Cedar Weather Station","Cedar Weather Station"
"1209","2/21/1966",20,-16,0,"Cedar Weather Station","Cedar Weather Station"
"1210","2/22/1966",25,-12,0,"Cedar Weather Station","Cedar Weather Station"
"1211","2/23/1966",26,2,0,"Cedar Weather Station","Cedar Weather Station"
"1212","2/24/1966",37,8,0,"Cedar Weather Station","Cedar Weather Station"
"1213","2/25/1966",35,11,0,"Cedar Weather Station","Cedar Weather Station"
"1214","2/26/1966",35,5,0,"Cedar Weather Station","Cedar Weather Station"
"1215","2/27/1966",39,18,0,"Cedar Weather Station","Cedar Weather Station"
"1216","2/28/1966",44,32,0.04,"Cedar Weather Station","Cedar Weather Station"
"1217","3/1/1966",43,25,0,"Cedar Weather Station","Cedar Weather Station"
"1218","3/2/1966",39,24,0.02,"Cedar Weather Station","Cedar Weather Station"
"1219","3/3/1966",38,30,0.43,"Cedar Weather Station","Cedar Weather Station"
"1220","3/4/1966",41,25,0.88,"Cedar Weather Station","Cedar Weather Station"
"1221","3/5/1966",27,14,0.03,"Cedar Weather Station","Cedar Weather Station"
"1222","3/6/1966",25,8,0,"Cedar Weather Station","Cedar Weather Station"
"1223","3/7/1966",33,3,0,"Cedar Weather Station","Cedar Weather Station"
"1224","3/8/1966",44,24,0,"Cedar Weather Station","Cedar Weather Station"
"1225","3/9/1966",49,24,0,"Cedar Weather Station","Cedar Weather Station"
"1226","3/10/1966",53,36,0,"Cedar Weather Station","Cedar Weather Station"
"1227","3/11/1966",45,32,0.41,"Cedar Weather Station","Cedar Weather Station"
"1228","3/12/1966",45,34,0.03,"Cedar Weather Station","Cedar Weather Station"
"1229","3/13/1966",46,26,0,"Cedar Weather Station","Cedar Weather Station"
"1230","3/14/1966",62,32,0,"Cedar Weather Station","Cedar Weather Station"
"1231","3/15/1966",55,38,0,"Cedar Weather Station","Cedar Weather Station"
"1232","3/16/1966",58,37,0,"Cedar Weather Station","Cedar Weather Station"
"1233","3/17/1966",69,50,0,"Cedar Weather Station","Cedar Weather Station"
"1234","3/18/1966",59,33,0.07,"Cedar Weather Station","Cedar Weather Station"
"1235","3/19/1966",41,25,0.04,"Cedar Weather Station","Cedar Weather Station"
"1236","3/20/1966",59,24,0,"Cedar Weather Station","Cedar Weather Station"
"1237","3/21/1966",50,25,0,"Cedar Weather Station","Cedar Weather Station"
"1238","3/22/1966",46,30,0,"Cedar Weather Station","Cedar Weather Station"
"1239","3/23/1966",41,19,0.43,"Cedar Weather Station","Cedar Weather Station"
"1240","3/24/1966",30,7,0,"Cedar Weather Station","Cedar Weather Station"
"1241","3/25/1966",28,10,0.01,"Cedar Weather Station","Cedar Weather Station"
"1242","3/26/1966",38,4,0,"Cedar Weather Station","Cedar Weather Station"
"1243","3/27/1966",40,15,0,"Cedar Weather Station","Cedar Weather Station"
"1244","3/28/1966",42,14,0,"Cedar Weather Station","Cedar Weather Station"
"1245","3/29/1966",55,26,0,"Cedar Weather Station","Cedar Weather Station"
"1246","3/30/1966",55,34,0,"Cedar Weather Station","Cedar Weather Station"
"1247","3/31/1966",55,34,0.01,"Cedar Weather Station","Cedar Weather Station"
"1248","4/1/1966",52,37,0,"Cedar Weather Station","Cedar Weather Station"
"1249","4/2/1966",51,23,0,"Cedar Weather Station","Cedar Weather Station"
"1250","4/3/1966",47,24,0,"Cedar Weather Station","Cedar Weather Station"
"1251","4/4/1966",42,27,0,"Cedar Weather Station","Cedar Weather Station"
"1252","4/5/1966",40,31,0,"Cedar Weather Station","Cedar Weather Station"
"1253","4/6/1966",38,28,0.07,"Cedar Weather Station","Cedar Weather Station"
"1254","4/7/1966",40,26,0,"Cedar Weather Station","Cedar Weather Station"
"1255","4/8/1966",43,30,0.01,"Cedar Weather Station","Cedar Weather Station"
"1256","4/9/1966",49,23,0,"Cedar Weather Station","Cedar Weather Station"
"1257","4/10/1966",47,21,0,"Cedar Weather Station","Cedar Weather Station"
"1258","4/11/1966",52,32,0,"Cedar Weather Station","Cedar Weather Station"
"1259","4/12/1966",53,26,0,"Cedar Weather Station","Cedar Weather Station"
"1260","4/13/1966",55,26,0,"Cedar Weather Station","Cedar Weather Station"
"1261","4/14/1966",54,29,0.02,"Cedar Weather Station","Cedar Weather Station"
"1262","4/15/1966",60,30,0.16,"Cedar Weather Station","Cedar Weather Station"
"1263","4/16/1966",65,34,0,"Cedar Weather Station","Cedar Weather Station"
"1264","4/17/1966",61,43,0.11,"Cedar Weather Station","Cedar Weather Station"
"1265","4/18/1966",45,34,0,"Cedar Weather Station","Cedar Weather Station"
"1266","4/19/1966",43,34,0.32,"Cedar Weather Station","Cedar Weather Station"
"1267","4/20/1966",41,27,0.04,"Cedar Weather Station","Cedar Weather Station"
"1268","4/21/1966",53,22,0,"Cedar Weather Station","Cedar Weather Station"
"1269","4/22/1966",64,39,0,"Cedar Weather Station","Cedar Weather Station"
"1270","4/23/1966",60,44,0,"Cedar Weather Station","Cedar Weather Station"
"1271","4/24/1966",68,42,0,"Cedar Weather Station","Cedar Weather Station"
"1272","4/25/1966",66,33,0,"Cedar Weather Station","Cedar Weather Station"
"1273","4/26/1966",59,34,0,"Cedar Weather Station","Cedar Weather Station"
"1274","4/27/1966",56,33,0.01,"Cedar Weather Station","Cedar Weather Station"
"1275","4/28/1966",51,31,0.24,"Cedar Weather Station","Cedar Weather Station"
"1276","4/29/1966",52,32,0.19,"Cedar Weather Station","Cedar Weather Station"
"1277","4/30/1966",47,25,0.05,"Cedar Weather Station","Cedar Weather Station"
"1278","5/1/1966",49,20,0,"Cedar Weather Station","Cedar Weather Station"
"1279","5/2/1966",52,40,0,"Cedar Weather Station","Cedar Weather Station"
"1280","5/3/1966",56,26,0,"Cedar Weather Station","Cedar Weather Station"
"1281","5/4/1966",73,32,0,"Cedar Weather Station","Cedar Weather Station"
"1282","5/5/1966",81,44,0,"Cedar Weather Station","Cedar Weather Station"
"1283","5/6/1966",76,38,0,"Cedar Weather Station","Cedar Weather Station"
"1284","5/7/1966",67,37,0,"Cedar Weather Station","Cedar Weather Station"
"1285","5/8/1966",62,38,0,"Cedar Weather Station","Cedar Weather Station"
"1286","5/9/1966",48,21,0,"Cedar Weather Station","Cedar Weather Station"
"1287","5/10/1966",50,24,0,"Cedar Weather Station","Cedar Weather Station"
"1288","5/11/1966",54,35,0.36,"Cedar Weather Station","Cedar Weather Station"
"1289","5/12/1966",50,35,0.05,"Cedar Weather Station","Cedar Weather Station"
"1290","5/13/1966",50,35,0.15,"Cedar Weather Station","Cedar Weather Station"
"1291","5/14/1966",56,36,0.06,"Cedar Weather Station","Cedar Weather Station"
"1292","5/15/1966",66,47,0.32,"Cedar Weather Station","Cedar Weather Station"
"1293","5/16/1966",72,41,0.01,"Cedar Weather Station","Cedar Weather Station"
"1294","5/17/1966",70,49,0.17,"Cedar Weather Station","Cedar Weather Station"
"1295","5/18/1966",69,44,0,"Cedar Weather Station","Cedar Weather Station"
"1296","5/19/1966",65,46,0,"Cedar Weather Station","Cedar Weather Station"
"1297","5/20/1966",68,37,0,"Cedar Weather Station","Cedar Weather Station"
"1298","5/21/1966",82,44,0,"Cedar Weather Station","Cedar Weather Station"
"1299","5/22/1966",81,54,0.76,"Cedar Weather Station","Cedar Weather Station"
"1300","5/23/1966",78,52,0.12,"Cedar Weather Station","Cedar Weather Station"
"1301","5/24/1966",75,45,0,"Cedar Weather Station","Cedar Weather Station"
"1302","5/25/1966",83,45,0,"Cedar Weather Station","Cedar Weather Station"
"1303","5/26/1966",89,50,0.01,"Cedar Weather Station","Cedar Weather Station"
"1304","5/27/1966",87,52,0,"Cedar Weather Station","Cedar Weather Station"
"1305","5/28/1966",67,35,0,"Cedar Weather Station","Cedar Weather Station"
"1306","5/29/1966",70,33,0,"Cedar Weather Station","Cedar Weather Station"
"1307","5/30/1966",70,35,0,"Cedar Weather Station","Cedar Weather Station"
"1308","5/31/1966",78,34,0,"Cedar Weather Station","Cedar Weather Station"
"1309","6/1/1966",83,41,0,"Cedar Weather Station","Cedar Weather Station"
"1310","6/2/1966",78,57,0.1,"Cedar Weather Station","Cedar Weather Station"
"1311","6/3/1966",86,56,0.56,"Cedar Weather Station","Cedar Weather Station"
"1312","6/4/1966",85,56,0.44,"Cedar Weather Station","Cedar Weather Station"
"1313","6/5/1966",79,48,0.04,"Cedar Weather Station","Cedar Weather Station"
"1314","6/6/1966",75,56,0.28,"Cedar Weather Station","Cedar Weather Station"
"1315","6/7/1966",72,50,0,"Cedar Weather Station","Cedar Weather Station"
"1316","6/8/1966",69,39,0,"Cedar Weather Station","Cedar Weather Station"
"1317","6/9/1966",71,45,0,"Cedar Weather Station","Cedar Weather Station"
"1318","6/10/1966",73,41,0,"Cedar Weather Station","Cedar Weather Station"
"1319","6/11/1966",81,55,0.32,"Cedar Weather Station","Cedar Weather Station"
"1320","6/12/1966",79,49,0.35,"Cedar Weather Station","Cedar Weather Station"
"1321","6/13/1966",75,42,0.27,"Cedar Weather Station","Cedar Weather Station"
"1322","6/14/1966",69,51,0,"Cedar Weather Station","Cedar Weather Station"
"1323","6/15/1966",70,49,0.13,"Cedar Weather Station","Cedar Weather Station"
"1324","6/16/1966",78,45,0,"Cedar Weather Station","Cedar Weather Station"
"1325","6/17/1966",81,46,0,"Cedar Weather Station","Cedar Weather Station"
"1326","6/18/1966",82,50,0,"Cedar Weather Station","Cedar Weather Station"
"1327","6/19/1966",81,61,0.09,"Cedar Weather Station","Cedar Weather Station"
"1328","6/20/1966",87,51,0,"Cedar Weather Station","Cedar Weather Station"
"1329","6/21/1966",89,65,0.03,"Cedar Weather Station","Cedar Weather Station"
"1330","6/22/1966",88,67,0,"Cedar Weather Station","Cedar Weather Station"
"1331","6/23/1966",88,67,0,"Cedar Weather Station","Cedar Weather Station"
"1332","6/24/1966",84,67,0.06,"Cedar Weather Station","Cedar Weather Station"
"1333","6/25/1966",87,68,0.3,"Cedar Weather Station","Cedar Weather Station"
"1334","6/26/1966",83,56,0.02,"Cedar Weather Station","Cedar Weather Station"
"1335","6/27/1966",79,54,0.21,"Cedar Weather Station","Cedar Weather Station"
"1336","6/28/1966",86,57,0.02,"Cedar Weather Station","Cedar Weather Station"
"1337","6/29/1966",91,65,0,"Cedar Weather Station","Cedar Weather Station"
"1338","6/30/1966",93,66,0,"Cedar Weather Station","Cedar Weather Station"
"1339","7/1/1966",93,67,0,"Cedar Weather Station","Cedar Weather Station"
"1340","7/2/1966",93,68,0,"Cedar Weather Station","Cedar Weather Station"
"1341","7/3/1966",94,73,0.03,"Cedar Weather Station","Cedar Weather Station"
"1342","7/4/1966",90,66,0,"Cedar Weather Station","Cedar Weather Station"
"1343","7/5/1966",85,64,0.79,"Cedar Weather Station","Cedar Weather Station"
"1344","7/6/1966",84,61,0,"Cedar Weather Station","Cedar Weather Station"
"1345","7/7/1966",87,57,0,"Cedar Weather Station","Cedar Weather Station"
"1346","7/8/1966",90,60,0.05,"Cedar Weather Station","Cedar Weather Station"
"1347","7/9/1966",92,72,0.05,"Cedar Weather Station","Cedar Weather Station"
"1348","7/10/1966",96,60,0,"Cedar Weather Station","Cedar Weather Station"
"1349","7/11/1966",94,65,1.56,"Cedar Weather Station","Cedar Weather Station"
"1350","7/12/1966",92,68,0.76,"Cedar Weather Station","Cedar Weather Station"
"1351","7/13/1966",88,63,0.03,"Cedar Weather Station","Cedar Weather Station"
"1352","7/14/1966",79,57,0.04,"Cedar Weather Station","Cedar Weather Station"
"1353","7/15/1966",78,55,0,"Cedar Weather Station","Cedar Weather Station"
"1354","7/16/1966",82,57,0,"Cedar Weather Station","Cedar Weather Station"
"1355","7/17/1966",89,69,0,"Cedar Weather Station","Cedar Weather Station"
